city,country,Rent_Studio_Center,Transport_Monthly_Pass,Internet_60Mbps,Meal_Inexpensive,Meal_Restaurant_3Course,Transport_OneWay,Taxi_Start,Beer_Domestic,Cappuccino,Cinema,Avg_Monthly_Net_Salary,University,Program,Level,Duration_Years,Tuition_USD,Living_Cost_Index,Rent_USD,Visa_Fee_USD,Insurance_USD,Exchange_Rate,Cost_of_Living_Index,Purchasing_Power_Index,Student_Score,Tourist_Score,City_Is_Unique,Rent_to_Income_Ratio,Daily_Survival_Budget
la paz,bolivia,275.21,31.09,47.42,2.89,20.97,0.43,1.81,2.17,2.59,2.57,499.75,No University Listed,,,,,,,,,,,,90.39,81.73,True,55.07,6.34
banja luka,bosnia and herzegovina,275.49,29.56,20.26,5.38,26.88,1.18,0.81,1.34,1.12,3.23,550.32,No University Listed,,,,,,,,,,36.54,50.19,90.78,87.27,True,50.06,8.86
mostar,bosnia and herzegovina,209.64,30.24,25.46,5.11,27.55,1.08,0.54,1.61,1.48,3.23,639.1,No University Listed,,,,,,,,,,,,91.1,86.9,True,32.8,8.75
sarajevo,bosnia and herzegovina,280.46,28.49,24.95,5.38,26.88,0.97,0.73,2.15,1.51,3.23,755.85,No University Listed,,,,,,,,,,39.25,49.7,91.02,85.83,True,37.11,8.83
tuzla,bosnia and herzegovina,208.57,28.22,20.35,4.3,23.65,1.08,0.54,1.48,1.23,3.23,513.65,No University Listed,,,,,,,,,,,,91.63,88.26,True,40.61,7.69
gaborone,botswana,256.35,21.84,47.19,11.62,34.85,0.5,2.32,1.55,2.56,4.26,724.69,No University Listed,,,,,,,,,,,,92.89,78.35,True,35.37,15.18
belo horizonte,brazil,269.83,32.76,19.46,4.22,28.74,0.86,1.25,1.63,1.3,1.92,319.37,No University Listed,,,,,,,,,,40.48,35.94,90.01,86.32,True,84.49,7.24
brasilia,brazil,382.31,48.94,21.49,5.75,38.32,1.05,0.96,1.53,1.52,2.3,620.32,No University Listed,,,,,,,,,,44.02,63.24,85.04,84.91,True,61.63,9.37
campinas,brazil,337.68,51.73,18.82,5.75,34.49,1.03,0.74,1.34,1.64,1.92,600.84,UNICAMP,Computer Engineering,Master,2.0,0.0,51.4,450.0,90.0,400.0,4.95,44.45,52.58,89.77,86.22,True,56.2,9.45
curitiba,brazil,294.23,44.07,22.55,4.79,28.74,1.05,0.52,1.92,1.61,1.94,492.89,No University Listed,,,,,,,,,,38.34,38.94,86.94,86.8,True,59.69,8.5
florianopolis,brazil,355.51,41.96,22.36,5.75,34.49,0.94,0.48,1.63,1.7,2.11,415.52,UFSC,Information Technology,PhD,4.0,0.0,48.9,400.0,90.0,400.0,4.95,40.26,40.22,91.34,86.61,True,85.56,9.33
fortaleza,brazil,194.79,17.72,17.47,4.98,22.99,0.75,0.57,1.58,1.61,1.92,239.49,No University Listed,,,,,,,,,,,,94.41,88.6,True,81.34,8.09
goiania,brazil,270.15,29.46,19.76,4.5,28.74,0.86,1.72,1.15,1.57,2.68,318.75,No University Listed,,,,,,,,,,,,90.85,84.29,True,84.75,7.79
joao pessoa,brazil,282.6,47.71,15.66,3.35,22.03,0.84,0.77,1.34,1.2,2.87,455.03,No University Listed,,,,,,,,,,,,86.1,88.84,True,62.11,6.23
joinvile,brazil,258.65,45.98,23.21,5.27,26.82,0.96,0.96,2.11,1.8,2.3,313.25,No University Listed,,,,,,,,,,,,86.72,84.85,True,82.57,8.99
londrina,brazil,175.63,,16.48,3.83,17.24,0.84,0.96,1.53,1.11,2.49,389.57,No University Listed,,,,,,,,,,,,98.14,89.0,True,45.08,6.62
maringa,brazil,306.55,,19.12,4.79,19.16,0.86,0.49,1.32,1.74,1.92,355.02,No University Listed,,,,,,,,,,,,96.16,88.99,True,86.35,8.25
natal,brazil,182.01,47.9,16.05,3.35,18.2,0.78,0.67,1.05,1.76,2.28,502.55,No University Listed,,,,,,,,,,,,86.81,88.86,True,36.22,6.67
niteroi,brazil,263.44,52.3,16.48,5.56,28.7,0.79,0.81,0.96,1.64,1.76,415.52,No University Listed,,,,,,,,,,,,85.08,87.94,True,63.4,8.78
porto calvo,brazil,306.55,59.14,21.05,4.79,25.87,0.92,1.15,1.92,1.74,1.96,395.29,No University Listed,,,,,,,,,,,,83.01,85.09,True,77.55,8.37
recife,brazil,281.92,38.32,19.79,4.79,22.99,0.8,0.53,1.53,1.51,2.3,444.5,UFPE,Computer Engineering,Master,2.0,0.0,47.5,350.0,90.0,400.0,4.95,40.67,27.96,92.33,88.75,True,63.42,7.9
rio de janeiro,brazil,396.55,48.09,20.1,6.71,28.74,0.86,0.79,1.92,1.57,1.92,363.15,PUC-Rio,Information Systems,PhD,4.0,8000.0,53.2,550.0,90.0,400.0,4.95,44.12,36.57,84.27,86.59,True,109.2,10.0
salvador,brazil,354.45,24.91,16.92,4.79,24.91,0.89,1.92,1.53,1.5,2.3,227.1,UFBA,Data Science,Master,2.0,0.0,46.8,380.0,90.0,400.0,4.95,,,94.25,83.9,True,156.08,8.07
santos,brazil,298.88,67.06,28.07,5.75,33.53,0.96,0.38,2.3,1.6,2.3,387.02,No University Listed,,,,,,,,,,,,81.05,86.24,True,77.23,9.27
sao jose dos campos,brazil,308.15,38.32,21.22,4.79,30.42,0.96,0.56,1.53,1.46,2.3,452.64,No University Listed,,,,,,,,,,,,88.3,87.51,True,68.08,8.17
sao paulo,brazil,294.23,45.98,21.55,4.98,38.32,0.84,0.77,2.3,1.57,2.3,445.67,University of Sao Paulo,Computer Science,Master,2.0,0.0,48.5,600.0,160.0,400.0,4.95,44.16,41.16,89.59,84.86,True,66.02,8.23
sao paulo,brazil,294.23,45.98,21.55,4.98,38.32,0.84,0.77,2.3,1.57,2.3,445.67,University of Sao Paulo,Computer Science,Master,2.0,0.0,55.8,600.0,90.0,400.0,4.95,44.16,41.16,89.59,84.86,False,66.02,8.23
sorocaba,brazil,178.76,,19.8,5.36,28.74,1.13,0.49,2.3,1.57,3.35,364.79,No University Listed,,,,,,,,,,,,98.09,85.49,True,49.0,9.19
vitoria,brazil,250.67,32.99,19.13,5.36,38.32,0.79,0.57,1.53,1.99,2.3,517.3,No University Listed,,,,,,,,,,,,90.09,85.48,True,48.46,8.93
bandar seri begawan,brunei,677.17,22.18,80.9,2.96,29.47,1.11,2.96,4.07,3.49,8.13,1748.71,No University Listed,,,,,,,,,,48.01,105.16,89.63,66.94,True,38.72,8.67
burgas,bulgaria,329.5,24.04,10.29,8.01,32.06,0.8,0.53,1.74,1.82,3.05,698.33,Burgas Free University,Computer Science,Master,2.0,2900.0,43.5,320.0,110.0,300.0,1.85,36.26,53.02,92.41,86.09,True,47.18,11.43
plovdiv,bulgaria,303.73,26.72,12.25,8.01,32.06,0.53,0.52,1.34,1.59,3.21,686.06,Plovdiv University,Data Science,Bachelor,3.0,3200.0,45.8,350.0,110.0,300.0,1.85,36.45,60.2,91.87,88.0,True,44.27,10.66
sofia,bulgaria,321.34,26.72,12.8,8.01,37.4,0.85,0.64,1.87,1.93,3.21,718.52,Sofia University,Information Systems,Master,2.0,3500.0,48.5,400.0,110.0,300.0,1.85,40.36,61.94,90.93,84.4,True,44.72,11.64
varna,bulgaria,313.17,21.37,12.54,6.41,33.13,0.85,0.53,1.74,1.59,3.21,738.7,Technical University Varna,Computer Engineering,Master,2.0,3100.0,44.2,330.0,110.0,300.0,1.85,39.13,52.57,92.8,86.42,True,42.39,9.7
phnom penh,cambodia,546.76,10.62,35.25,3.85,30.0,1.0,1.0,1.0,2.89,1.5,303.77,No University Listed,,,,,,,,,,45.67,22.53,93.56,83.06,True,179.99,8.74
douala,cameroon,182.95,4.02,45.18,3.61,32.13,0.36,0.4,1.12,0.88,2.17,188.18,No University Listed,,,,,,,,,,,,97.99,91.78,True,97.22,5.21
yaounde,cameroon,102.81,,48.19,3.21,32.13,0.4,0.4,1.08,1.45,2.81,361.45,No University Listed,,,,,,,,,,,,99.24,89.71,True,28.44,5.46
barrie,canada,1375.76,77.08,66.15,14.82,59.29,2.41,1.85,4.82,3.33,11.86,3335.17,No University Listed,,,,,,,,,,77.37,99.44,70.37,60.88,True,41.25,22.97
brampton,canada,1425.48,88.94,57.39,11.12,66.7,2.96,1.48,5.0,2.61,12.01,3489.58,No University Listed,,,,,,,,,,68.79,99.86,66.97,61.47,True,40.85,19.65
burlington,canada,1545.83,51.14,54.57,16.68,66.7,2.59,2.37,5.19,3.08,12.6,4435.78,No University Listed,,,,,,,,,,73.13,119.67,75.7,57.69,True,34.85,24.94
burnaby,canada,1556.41,99.31,63.53,12.6,59.29,2.32,1.43,4.45,3.18,11.12,3460.62,No University Listed,,,,,,,,,,64.94,151.02,63.34,63.82,True,44.97,20.42
calgary,canada,1121.71,83.01,64.35,18.53,63.0,2.67,1.43,5.19,3.75,11.86,3807.94,University of Calgary,Software Engineering,Bachelor,4.0,26500.0,69.2,1300.0,235.0,900.0,1.35,68.93,138.51,61.23,59.34,True,29.46,27.62
calgary,canada,1121.71,83.01,64.35,18.53,63.0,2.67,1.43,5.19,3.75,11.86,3807.94,University of Calgary,Computer Science,Bachelor,4.0,37200.0,62.8,1300.0,235.0,600.0,1.35,68.93,138.51,53.44,59.34,False,29.46,27.62
calgary,canada,1121.71,83.01,64.35,18.53,63.0,2.67,1.43,5.19,3.75,11.86,3807.94,University of Calgary,Computer Science,Master,2.0,24100.0,62.8,1300.0,235.0,600.0,1.35,68.93,138.51,62.98,59.34,False,29.46,27.62
calgary,canada,1121.71,83.01,64.35,18.53,63.0,2.67,1.43,5.19,3.75,11.86,3807.94,University of Calgary,Mathematics,Bachelor,4.0,35000.0,65.4,1200.0,235.0,750.0,1.35,68.93,138.51,55.04,59.34,False,29.46,27.62
charlottetown,canada,925.51,44.47,75.7,18.53,64.85,1.48,2.22,4.45,2.89,13.71,3249.79,No University Listed,,,,,,,,,,,,82.08,62.37,True,28.48,24.38
coquitlam,canada,1389.66,88.94,56.05,14.82,53.73,2.22,2.52,5.19,3.34,13.34,,No University Listed,,,,,,,,,,67.43,124.45,67.24,58.56,True,,22.6
edmonton,canada,906.92,74.11,59.09,18.53,66.7,2.59,1.22,5.19,3.79,12.6,3403.02,University of Alberta,Computer Science,PhD,4.0,22800.0,67.8,1200.0,235.0,900.0,1.35,67.03,129.45,66.51,59.28,True,26.65,27.5
edmonton,canada,906.92,74.11,59.09,18.53,66.7,2.59,1.22,5.19,3.79,12.6,3403.02,University of Alberta,Computer Science,Bachelor,4.0,38200.0,61.9,1200.0,235.0,600.0,1.35,67.03,129.45,55.31,59.28,False,26.65,27.5
edmonton,canada,906.92,74.11,59.09,18.53,66.7,2.59,1.22,5.19,3.79,12.6,3403.02,University of Alberta,Computer Science,Master,2.0,24900.0,61.9,1200.0,235.0,600.0,1.35,67.03,129.45,64.99,59.28,False,26.65,27.5
edmonton,canada,906.92,74.11,59.09,18.53,66.7,2.59,1.22,5.19,3.79,12.6,3403.02,University of Alberta,Data Science,Master,2.0,37000.0,64.3,1100.0,235.0,750.0,1.35,67.03,129.45,56.18,59.28,False,26.65,27.5
fredericton,canada,861.38,59.29,74.95,18.53,59.29,2.04,1.56,4.45,3.36,12.23,3242.84,No University Listed,,,,,,,,,,,,78.78,63.03,True,26.56,25.97
gatineau,canada,929.22,74.11,47.25,22.23,44.47,2.96,1.3,5.19,2.81,8.96,2352.22,No University Listed,,,,,,,,,,,,74.49,65.43,True,39.5,30.96
guelph,canada,1262.43,59.29,60.14,14.08,74.11,2.22,1.78,4.08,3.41,11.86,3384.58,No University Listed,,,,,,,,,,,,75.76,60.71,True,37.3,21.93
halifax,canada,1217.45,61.14,75.81,14.82,66.7,2.04,1.3,5.19,3.53,14.08,3072.15,Dalhousie University,Data Science,Master,2.0,28500.0,64.5,1200.0,235.0,900.0,1.35,70.88,99.86,63.01,60.46,True,39.63,22.43
halifax,canada,1217.45,61.14,75.81,14.82,66.7,2.04,1.3,5.19,3.53,14.08,3072.15,Dalhousie University,Computer Science,Bachelor,4.0,34200.0,61.2,1200.0,235.0,600.0,1.35,70.88,99.86,58.86,60.46,False,39.63,22.43
halifax,canada,1217.45,61.14,75.81,14.82,66.7,2.04,1.3,5.19,3.53,14.08,3072.15,Dalhousie University,Computer Science,Master,2.0,22600.0,61.2,1200.0,235.0,600.0,1.35,70.88,99.86,67.3,60.46,False,39.63,22.43
halifax,canada,1217.45,61.14,75.81,14.82,66.7,2.04,1.3,5.19,3.53,14.08,3072.15,Dalhousie University,Engineering,Master,2.0,36000.0,63.4,1000.0,235.0,750.0,1.35,70.88,99.86,57.55,60.46,False,39.63,22.43
hamilton,canada,1193.25,81.53,61.41,14.08,61.14,2.41,1.33,5.19,3.43,10.67,2816.37,McMaster University,Software Engineering,Bachelor,4.0,32500.0,68.5,1200.0,235.0,900.0,1.35,60.75,127.16,56.75,62.16,True,42.37,22.33
hamilton,canada,1193.25,81.53,61.41,14.08,61.14,2.41,1.33,5.19,3.43,10.67,2816.37,McMaster University,Computer Science,Bachelor,4.0,36500.0,64.2,1250.0,235.0,600.0,1.35,60.75,127.16,53.84,62.16,False,42.37,22.33
hamilton,canada,1193.25,81.53,61.41,14.08,61.14,2.41,1.33,5.19,3.43,10.67,2816.37,McMaster University,Computer Science,Master,2.0,23800.0,64.2,1250.0,235.0,600.0,1.35,60.75,127.16,63.09,62.16,False,42.37,22.33
kamloops,canada,1089.49,40.02,66.05,14.82,50.03,1.48,1.48,4.08,3.1,12.6,2841.07,No University Listed,,,,,,,,,,,,81.97,66.94,True,38.35,20.88
kelowna,canada,1301.03,51.88,68.13,11.12,61.14,1.85,1.67,5.19,3.71,12.6,3119.7,No University Listed,,,,,,,,,,66.6,108.98,77.35,60.73,True,41.7,18.53
kitchener,canada,1289.29,66.7,57.06,14.82,72.63,2.66,1.56,3.71,2.47,11.12,3369.02,No University Listed,,,,,,,,,,58.93,129.74,73.67,64.04,True,38.27,22.61
laval,canada,852.32,67.07,44.84,13.63,51.88,2.59,2.22,2.22,3.34,9.63,2734.02,No University Listed,,,,,,,,,,,,76.87,64.89,True,31.17,22.15
lethbridge,canada,791.18,57.07,67.35,16.68,57.44,2.32,1.61,4.82,3.33,12.04,2425.54,No University Listed,,,,,,,,,,,,79.88,62.0,True,32.62,24.65
london,canada,1348.08,70.41,59.7,16.68,74.11,2.22,1.48,4.45,3.4,10.67,3446.3,Western University,Computer Science,Bachelor,4.0,35900.0,61.5,1200.0,235.0,600.0,1.35,59.15,118.79,55.39,61.82,True,39.12,24.52
london,canada,1348.08,70.41,59.7,16.68,74.11,2.22,1.48,4.45,3.4,10.67,3446.3,Western University,Computer Science,Master,2.0,23500.0,61.5,1200.0,235.0,600.0,1.35,59.15,118.79,64.41,61.82,False,39.12,24.52
markham,canada,1500.83,113.4,43.78,20.49,88.94,2.89,1.63,4.08,3.01,11.12,3186.84,No University Listed,,,,,,,,,,,,60.17,59.22,True,47.09,29.28
mississauga,canada,1570.31,107.1,55.32,11.12,59.29,2.78,1.85,4.82,3.38,11.12,3413.29,No University Listed,,,,,,,,,,65.08,112.72,61.25,60.14,True,46.01,20.06
moncton,canada,838.43,51.14,66.05,17.79,59.29,2.13,1.96,4.82,3.95,14.82,2328.88,University of New Brunswick,Computer Science,Bachelor,4.0,29400.0,57.2,900.0,235.0,600.0,1.35,61.15,112.73,65.96,57.86,True,36.0,26.0
moncton,canada,838.43,51.14,66.05,17.79,59.29,2.13,1.96,4.82,3.95,14.82,2328.88,University of New Brunswick,Computer Science,Master,2.0,20200.0,57.2,900.0,235.0,600.0,1.35,61.15,112.73,72.65,57.86,False,36.0,26.0
montreal,canada,1045.58,69.67,47.56,14.82,66.7,2.59,1.3,5.93,3.57,11.12,2823.94,McGill University,Computer Science,Bachelor,4.0,41500.0,65.8,1500.0,235.0,600.0,1.35,63.52,117.12,52.96,59.44,True,37.03,23.57
montreal,canada,1045.58,69.67,47.56,14.82,66.7,2.59,1.3,5.93,3.57,11.12,2823.94,McGill University,Computer Science,Master,2.0,26800.0,65.8,1500.0,235.0,600.0,1.35,63.52,117.12,63.66,59.44,False,37.03,23.57
montreal,canada,1045.58,69.67,47.56,14.82,66.7,2.59,1.3,5.93,3.57,11.12,2823.94,University of Montreal,Computer Science,Bachelor,4.0,39500.0,65.8,1400.0,235.0,600.0,1.35,63.52,117.12,54.42,59.44,False,37.03,23.57
montreal,canada,1045.58,69.67,47.56,14.82,66.7,2.59,1.3,5.93,3.57,11.12,2823.94,University of Montreal,Computer Science,Master,2.0,25800.0,65.8,1400.0,235.0,600.0,1.35,63.52,117.12,64.39,59.44,False,37.03,23.57
montreal,canada,1045.58,69.67,47.56,14.82,66.7,2.59,1.3,5.93,3.57,11.12,2823.94,McGill University,Computer Science,PhD,4.0,38000.0,68.9,1400.0,235.0,750.0,1.35,63.52,117.12,55.51,59.44,False,37.03,23.57
nanaimo,canada,1168.55,48.17,75.45,14.27,64.85,2.13,1.78,5.56,3.07,13.34,2791.66,No University Listed,,,,,,,,,,,,79.3,60.14,True,41.86,21.6
north vancouver,canada,1445.24,97.83,65.47,18.53,74.11,2.22,1.61,5.19,3.52,11.49,4076.32,No University Listed,,,,,,,,,,,,64.56,59.58,True,35.45,26.49
oakville,canada,1457.59,107.1,58.27,15.56,63.0,2.96,1.86,5.19,3.27,11.12,3554.34,No University Listed,,,,,,,,,,,,62.1,58.99,True,41.01,24.75
oshawa,canada,1216.72,88.94,61.89,16.68,63.66,2.69,2.96,3.71,3.15,11.12,3249.79,No University Listed,,,,,,,,,,65.44,119.92,68.55,58.57,True,37.44,25.21
ottawa,canada,1271.64,91.72,59.52,18.53,63.0,2.74,1.38,5.19,3.68,11.12,3319.71,University of Ottawa,Political Science,Bachelor,4.0,28900.0,68.5,1300.0,235.0,900.0,1.35,62.88,144.7,57.25,59.92,True,38.31,27.69
ottawa,canada,1271.64,91.72,59.52,18.53,63.0,2.74,1.38,5.19,3.68,11.12,3319.71,University of Ottawa,Computer Science,Bachelor,4.0,37800.0,63.5,1400.0,235.0,600.0,1.35,62.88,144.7,50.77,59.92,False,38.31,27.69
ottawa,canada,1271.64,91.72,59.52,18.53,63.0,2.74,1.38,5.19,3.68,11.12,3319.71,University of Ottawa,Computer Science,Master,2.0,24500.0,63.5,1400.0,235.0,600.0,1.35,62.88,144.7,60.45,59.92,False,38.31,27.69
ottawa,canada,1271.64,91.72,59.52,18.53,63.0,2.74,1.38,5.19,3.68,11.12,3319.71,University of Ottawa,Artificial Intelligence,Master,2.0,40000.0,67.8,1300.0,235.0,750.0,1.35,62.88,144.7,49.17,59.92,False,38.31,27.69
peterborough,canada,1062.31,44.47,48.92,14.82,48.17,1.95,0.76,4.82,3.11,11.86,3249.79,No University Listed,,,,,,,,,,,,81.04,67.51,True,32.69,21.83
prince george,canada,944.97,44.47,61.52,15.56,59.29,1.85,1.48,4.35,3.26,13.25,2779.31,UNBC,Computer Science,Bachelor,4.0,27000.0,55.5,750.0,235.0,600.0,1.35,,,68.3,63.67,True,34.0,22.52
prince george,canada,944.97,44.47,61.52,15.56,59.29,1.85,1.48,4.35,3.26,13.25,2779.31,UNBC,Computer Science,Master,2.0,19000.0,55.5,750.0,235.0,600.0,1.35,,,74.12,63.67,False,34.0,22.52
quebec city,canada,721.93,65.96,50.98,14.88,59.29,2.59,1.3,5.19,3.48,10.38,3012.07,Laval University,Artificial Intelligence,Master,2.0,21500.0,63.8,900.0,235.0,900.0,1.35,65.07,140.18,69.78,62.0,True,23.97,23.54
quebec city,canada,721.93,65.96,50.98,14.88,59.29,2.59,1.3,5.19,3.48,10.38,3012.07,Laval University,Computer Science,Bachelor,4.0,33000.0,58.5,1000.0,235.0,600.0,1.35,65.07,140.18,61.41,62.0,False,23.97,23.54
quebec city,canada,721.93,65.96,50.98,14.88,59.29,2.59,1.3,5.19,3.48,10.38,3012.07,Laval University,Computer Science,Master,2.0,22000.0,58.5,1000.0,235.0,600.0,1.35,65.07,140.18,69.41,62.0,False,23.97,23.54
quebec city,canada,721.93,65.96,50.98,14.88,59.29,2.59,1.3,5.19,3.48,10.38,3012.07,Laval University,Physics,Bachelor,3.0,34000.0,62.1,900.0,235.0,750.0,1.35,65.07,140.18,60.68,62.0,False,23.97,23.54
red deer,canada,838.73,43.54,72.26,14.82,53.73,1.85,1.45,3.71,3.39,11.38,3097.89,No University Listed,,,,,,,,,,67.42,140.16,82.97,65.95,True,27.07,21.91
regina,canada,710.27,65.22,60.21,12.23,59.29,2.41,2.15,5.19,3.2,13.19,3722.32,University of Regina,Software Systems,Bachelor,4.0,25500.0,61.8,900.0,235.0,900.0,1.35,68.46,112.05,67.05,59.06,True,19.08,20.25
regina,canada,710.27,65.22,60.21,12.23,59.29,2.41,2.15,5.19,3.2,13.19,3722.32,University of Regina,Computer Science,Bachelor,4.0,31200.0,57.5,900.0,235.0,600.0,1.35,68.46,112.05,62.9,59.06,False,19.08,20.25
regina,canada,710.27,65.22,60.21,12.23,59.29,2.41,2.15,5.19,3.2,13.19,3722.32,University of Regina,Computer Science,Master,2.0,21100.0,57.5,900.0,235.0,600.0,1.35,68.46,112.05,70.25,59.06,False,19.08,20.25
richmond,canada,1411.89,74.3,53.12,14.82,59.29,2.33,,5.56,4.32,,3740.95,No University Listed,,,,,,,,,,,,70.8,53.23,True,37.74,23.8
sarnia,canada,845.65,56.7,61.3,16.68,59.29,2.22,1.6,4.08,2.41,10.38,3249.79,No University Listed,,,,,,,,,,,,79.56,66.71,True,26.02,23.53
saskatoon,canada,889.38,61.52,54.66,14.82,55.59,2.22,1.45,5.19,3.29,12.97,3239.88,University of Saskatchewan,Data Analytics,Master,2.0,24500.0,62.8,1000.0,235.0,900.0,1.35,74.26,103.89,67.5,62.09,True,27.45,22.55
saskatoon,canada,889.38,61.52,54.66,14.82,55.59,2.22,1.45,5.19,3.29,12.97,3239.88,University of Saskatchewan,Computer Science,Bachelor,4.0,32400.0,58.2,950.0,235.0,600.0,1.35,74.26,103.89,61.76,62.09,False,27.45,22.55
saskatoon,canada,889.38,61.52,54.66,14.82,55.59,2.22,1.45,5.19,3.29,12.97,3239.88,University of Saskatchewan,Computer Science,Master,2.0,21700.0,58.2,950.0,235.0,600.0,1.35,74.26,103.89,69.54,62.09,False,27.45,22.55
sault ste. marie,canada,926.44,53.88,66.7,14.82,51.88,2.22,1.52,4.08,3.34,8.15,2317.33,No University Listed,,,,,,,,,,,,79.67,66.33,True,39.98,22.6
st. catharines,canada,1160.93,68.19,61.43,16.68,55.59,2.22,2.96,5.0,2.9,10.75,3249.79,No University Listed,,,,,,,,,,,,74.25,59.91,True,35.72,24.02
sudbury,canada,994.38,59.29,69.94,14.82,59.29,2.59,1.67,3.89,2.78,11.3,3249.79,Laurentian University,Computer Science,Bachelor,4.0,27600.0,55.8,800.0,235.0,600.0,1.35,,,65.1,64.17,True,30.6,22.78
sudbury,canada,994.38,59.29,69.94,14.82,59.29,2.59,1.67,3.89,2.78,11.3,3249.79,Laurentian University,Computer Science,Master,2.0,19300.0,55.8,800.0,235.0,600.0,1.35,,,71.14,64.17,False,30.6,22.78
surrey,canada,1255.84,88.94,67.17,13.34,59.29,2.43,1.46,5.1,3.9,13.34,3800.35,No University Listed,,,,,,,,,,59.18,93.91,68.25,59.2,True,33.05,22.1
toronto,canada,1728.5,115.62,54.91,18.53,85.23,2.41,1.3,5.19,3.59,12.78,3249.79,University of Toronto,Business Analytics,Master,2.0,38500.0,72.5,1600.0,235.0,900.0,1.35,70.19,99.45,43.9,57.85,True,53.19,26.94
toronto,canada,1728.5,115.62,54.91,18.53,85.23,2.41,1.3,5.19,3.59,12.78,3249.79,University of Toronto,Computer Science,Bachelor,4.0,45200.0,73.5,1800.0,235.0,600.0,1.35,70.19,99.45,39.03,57.85,False,53.19,26.94
toronto,canada,1728.5,115.62,54.91,18.53,85.23,2.41,1.3,5.19,3.59,12.78,3249.79,University of Toronto,Computer Science,Master,2.0,28500.0,73.5,1800.0,235.0,600.0,1.35,70.19,99.45,51.18,57.85,False,53.19,26.94
toronto,canada,1728.5,115.62,54.91,18.53,85.23,2.41,1.3,5.19,3.59,12.78,3249.79,University of Toronto,Business Analytics,Master,2.0,45000.0,73.8,1700.0,235.0,750.0,1.35,70.19,99.45,39.17,57.85,False,53.19,26.94
vancouver,canada,1799.96,95.24,62.95,18.16,83.38,2.3,1.43,5.19,3.8,14.08,3474.89,University of British Columbia,Psychology,Bachelor,4.0,31200.0,71.2,1700.0,235.0,900.0,1.35,69.63,94.65,52.32,56.63,True,51.8,26.56
vancouver,canada,1799.96,95.24,62.95,18.16,83.38,2.3,1.43,5.19,3.8,14.08,3474.89,University of British Columbia,Computer Science,Bachelor,4.0,43800.0,71.2,1900.0,235.0,600.0,1.35,69.63,94.65,43.15,56.63,False,51.8,26.56
vancouver,canada,1799.96,95.24,62.95,18.16,83.38,2.3,1.43,5.19,3.8,14.08,3474.89,University of British Columbia,Computer Science,Master,2.0,27900.0,71.2,1900.0,235.0,600.0,1.35,69.63,94.65,54.72,56.63,False,51.8,26.56
vancouver,canada,1799.96,95.24,62.95,18.16,83.38,2.3,1.43,5.19,3.8,14.08,3474.89,University of British Columbia,Environmental Science,Master,2.0,42000.0,71.2,1600.0,235.0,750.0,1.35,69.63,94.65,44.46,56.63,False,51.8,26.56
vaughan,canada,1704.64,115.62,56.77,14.82,74.11,2.88,1.67,4.45,3.46,11.12,3335.17,No University Listed,,,,,,,,,,,,58.06,59.01,True,51.11,24.04
vernon,canada,963.39,40.76,69.35,13.34,55.59,1.96,1.55,4.45,3.06,11.84,2816.37,No University Listed,,,,,,,,,,,,82.74,64.79,True,34.21,20.32
victoria,canada,1488.87,63.0,70.19,18.53,66.7,1.85,1.89,5.93,3.73,12.6,3521.25,University of Victoria,Computer Engineering,Bachelor,4.0,27900.0,69.2,1300.0,235.0,900.0,1.35,66.17,106.89,61.76,58.3,True,42.28,25.96
victoria,canada,1488.87,63.0,70.19,18.53,66.7,1.85,1.89,5.93,3.73,12.6,3521.25,University of Victoria,Computer Science,Bachelor,4.0,34800.0,64.8,1400.0,235.0,600.0,1.35,66.17,106.89,56.74,58.3,False,42.28,25.96
victoria,canada,1488.87,63.0,70.19,18.53,66.7,1.85,1.89,5.93,3.73,12.6,3521.25,University of Victoria,Computer Science,Master,2.0,22900.0,64.8,1400.0,235.0,600.0,1.35,66.17,106.89,65.4,58.3,False,42.28,25.96
victoria,canada,1488.87,63.0,70.19,18.53,66.7,1.85,1.89,5.93,3.73,12.6,3521.25,University of Victoria,Mathematics,Master,2.0,35000.0,64.5,1100.0,235.0,750.0,1.35,66.17,106.89,56.6,58.3,False,42.28,25.96
windsor,canada,1017.02,96.67,60.39,14.82,59.29,2.41,1.84,4.26,3.54,10.48,2979.01,University of Windsor,Computer Science,Bachelor,4.0,30000.0,58.9,950.0,235.0,600.0,1.35,64.42,109.87,56.89,61.84,True,34.14,23.18
windsor,canada,1017.02,96.67,60.39,14.82,59.29,2.41,1.84,4.26,3.54,10.48,2979.01,University of Windsor,Computer Science,Master,2.0,20500.0,58.9,950.0,235.0,600.0,1.35,64.42,109.87,63.8,61.84,False,34.14,23.18
